Dataset,TrainingTime,TestingTime,TrainingAccuacy,TestingAccuracy,TrainSize,TestSize,TSLen,MinLen,MaxLen,EnsembleSize
DiatomSizeReduction,1.56,0.3320,100.0000,93.7908,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,1.11,0.2840,100.0000,92.4837,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,1.24,0.3300,100.0000,94.1176,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,1.18,0.3340,100.0000,92.8105,16,306,345,0.900000,1.000000,10
FaceFour,33.22,0.5560,100.0000,93.1818,24,88,350,0.300000,0.600000,10
FaceFour,32.35,0.5690,100.0000,93.1818,24,88,350,0.300000,0.600000,10
FaceFour,32.81,0.6040,100.0000,93.1818,24,88,350,0.300000,0.600000,10
FaceFour,32.48,0.5840,100.0000,92.0455,24,88,350,0.300000,0.600000,10
FaceFour,32.12,0.5390,100.0000,92.0455,24,88,350,0.300000,0.600000,10
FaceFour,32.49,0.5580,100.0000,93.1818,24,88,350,0.300000,0.600000,10
FaceFour,32.50,0.5840,100.0000,94.3182,24,88,350,0.300000,0.600000,10
FaceFour,32.77,0.5730,100.0000,97.7273,24,88,350,0.300000,0.600000,10
FaceFour,33.27,0.5860,100.0000,93.1818,24,88,350,0.300000,0.600000,10
FaceFour,32.50,0.5670,100.0000,94.3182,24,88,350,0.300000,0.600000,10
Gun_Point,17.75,0.0550,100.0000,98.6667,50,150,150,0.025000,0.300000,10
Gun_Point,19.66,0.0530,100.0000,96.0000,50,150,150,0.025000,0.300000,10
Gun_Point,14.59,0.0510,100.0000,96.0000,50,150,150,0.025000,0.300000,10
Gun_Point,25.75,0.0650,100.0000,96.6667,50,150,150,0.025000,0.300000,10
Gun_Point,15.59,0.0510,100.0000,96.6667,50,150,150,0.025000,0.300000,10
